,iter,f1,p,r
0,100,0.8046511627906976,0.8199052132701422,0.7899543378995434
1,100,0.8131868131868132,0.8102189781021898,0.8161764705882353
2,100,0.7670103092783506,0.7782426778242678,0.7560975609756098
3,100,0.7744510978043913,0.776,0.7729083665338645
4,100,0.7341176470588235,0.7255813953488373,0.7428571428571429
5,100,0.735483870967742,0.7434782608695653,0.7276595744680852
6,100,0.8166969147005445,0.8035714285714286,0.8302583025830258
7,100,0.7377398720682303,0.7424892703862661,0.7330508474576272
8,100,0.8007968127490039,0.788235294117647,0.8137651821862348
9,100,0.75626423690205,0.7545454545454545,0.7579908675799086
10,100,0.7852494577006508,0.776824034334764,0.793859649122807
11,100,0.7606263982102909,0.748898678414097,0.7727272727272727
12,100,0.7775551102204409,0.7791164658634538,0.776
13,100,0.75,0.743801652892562,0.7563025210084033
14,100,0.7837837837837838,0.7992125984251969,0.7689393939393939
15,100,0.7474226804123711,0.7552083333333334,0.7397959183673469
16,100,0.7819905213270143,0.7819905213270142,0.7819905213270142
17,100,0.7434782608695651,0.7533039647577092,0.7339055793991416
18,100,0.7071129707112971,0.6954732510288066,0.7191489361702128
19,100,0.7868020304568528,0.7673267326732673,0.8072916666666666
20,100,0.7331887201735359,0.7316017316017316,0.7347826086956522
21,100,0.7055702917771884,0.7388888888888889,0.6751269035532995
22,100,0.8105726872246696,0.8141592920353983,0.8070175438596491
23,100,0.7676767676767676,0.7755102040816326,0.76
24,100,0.8,0.8032786885245902,0.7967479674796748
25,100,0.7327935222672065,0.7125984251968503,0.7541666666666667
26,100,0.7544642857142857,0.7647058823529411,0.7444933920704846
27,100,0.7824351297405189,0.7808764940239044,0.784
28,100,0.7628458498023716,0.7628458498023716,0.7628458498023716
29,100,0.7372881355932204,0.7341772151898734,0.7404255319148936
30,100,0.7331786542923433,0.7314814814814815,0.7348837209302326
31,100,0.7291666666666665,0.7291666666666666,0.7291666666666666
32,100,0.7522935779816514,0.7454545454545455,0.7592592592592593
33,100,0.815450643776824,0.8085106382978723,0.8225108225108225
34,100,0.7221095334685598,0.7295081967213115,0.714859437751004
35,100,0.7729083665338644,0.7886178861788617,0.7578125
36,100,0.7875000000000001,0.7907949790794979,0.7842323651452282
37,100,0.7447698744769875,0.7416666666666667,0.7478991596638656
38,100,0.7922077922077921,0.7887931034482759,0.7956521739130434
39,100,0.7902869757174393,0.7991071428571429,0.7816593886462883
40,100,0.7394209354120268,0.7477477477477478,0.7312775330396476
41,100,0.79136690647482,0.8009708737864077,0.7819905213270142
42,100,0.7835051546391752,0.7916666666666666,0.7755102040816326
43,100,0.7452830188679245,0.7559808612440191,0.7348837209302326
44,100,0.7505422993492408,0.7489177489177489,0.7521739130434782
45,100,0.7577092511013216,0.7610619469026548,0.7543859649122807
46,100,0.7468879668049792,0.7531380753138075,0.7407407407407407
47,100,0.7358916478555305,0.7375565610859729,0.7342342342342343
48,100,0.76,0.7676767676767676,0.7524752475247525
49,100,0.7616707616707616,0.775,0.748792270531401
50,100,0.7134268537074148,0.7091633466135459,0.717741935483871
51,100,0.7505720823798627,0.7663551401869159,0.7354260089686099
52,100,0.7739130434782608,0.7705627705627706,0.777292576419214
53,100,0.7681818181818182,0.771689497716895,0.7647058823529411
54,100,0.7383367139959431,0.7428571428571429,0.7338709677419355
55,100,0.7428571428571428,0.7161016949152542,0.771689497716895
56,100,0.8032454361054766,0.8114754098360656,0.7951807228915663
57,100,0.7307692307692307,0.7402597402597403,0.7215189873417721
58,100,0.7592592592592593,0.7592592592592593,0.7592592592592593
59,100,0.7268907563025209,0.7238493723849372,0.729957805907173
60,100,0.8260869565217391,0.81640625,0.836
61,100,0.7250000000000001,0.7360406091370558,0.7142857142857143
62,100,0.73767258382643,0.7192307692307692,0.757085020242915
63,100,0.7614678899082569,0.7579908675799086,0.7649769585253456
64,100,0.7921760391198044,0.7980295566502463,0.7864077669902912
65,100,0.7542372881355931,0.7639484978540773,0.7447698744769874
66,100,0.7525987525987526,0.7479338842975206,0.7573221757322176
67,100,0.7569721115537849,0.7630522088353414,0.7509881422924901
68,100,0.8158508158508159,0.8215962441314554,0.8101851851851852
69,100,0.7415254237288136,0.7575757575757576,0.7261410788381742
70,100,0.7466666666666667,0.7466666666666667,0.7466666666666667
71,100,0.8074534161490684,0.8057851239669421,0.8091286307053942
72,100,0.7590909090909091,0.7625570776255708,0.755656108597285
73,100,0.8254620123203286,0.8410041841004184,0.8104838709677419
74,100,0.7853658536585365,0.7815533980582524,0.7892156862745098
75,100,0.7846481876332623,0.7863247863247863,0.7829787234042553
76,100,0.7325301204819277,0.7342995169082126,0.7307692307692307
77,100,0.7603960396039605,0.7710843373493976,0.75
78,100,0.74609375,0.7431906614785992,0.7490196078431373
79,100,0.7671840354767183,0.7654867256637168,0.7688888888888888
80,100,0.7867298578199052,0.7942583732057417,0.7793427230046949
81,100,0.7764127764127764,0.7745098039215687,0.7783251231527094
82,100,0.7256637168141592,0.7192982456140351,0.7321428571428571
83,100,0.7142857142857143,0.7051282051282052,0.7236842105263158
84,100,0.7857142857142857,0.7857142857142857,0.7857142857142857
85,100,0.7790432801822323,0.7772727272727272,0.7808219178082192
86,100,0.8080808080808081,0.8130081300813008,0.8032128514056225
87,100,0.8040404040404041,0.7928286852589641,0.8155737704918032
88,100,0.7658730158730159,0.7568627450980392,0.7751004016064257
89,100,0.7704918032786885,0.7704918032786885,0.7704918032786885
90,100,0.7467811158798283,0.7467811158798283,0.7467811158798283
91,100,0.7966804979253113,0.810126582278481,0.7836734693877551
92,100,0.7910447761194029,0.7940074906367042,0.7881040892193308
93,100,0.8025210084033614,0.799163179916318,0.8059071729957806
94,100,0.7445255474452556,0.75,0.7391304347826086
95,100,0.7487922705314008,0.7560975609756098,0.7416267942583732
96,100,0.7919463087248323,0.8009049773755657,0.7831858407079646
97,100,0.8260869565217391,0.8260869565217391,0.8260869565217391
98,100,0.7345309381237525,0.7301587301587301,0.7389558232931727
99,100,0.7571428571428572,0.75,0.7644230769230769
