,f1_ents,p_ents,r_ents
0,0.8044164037854891,0.794392523364486,0.8146964856230032
1,0.757679180887372,0.7326732673267327,0.784452296819788
2,0.8082191780821918,0.7919463087248322,0.8251748251748252
3,0.8114901256732495,0.7985865724381626,0.8248175182481752
4,0.7886904761904763,0.7771260997067448,0.8006042296072508
5,0.8036036036036035,0.7907801418439716,0.8168498168498168
6,0.7848101265822786,0.7678018575851393,0.8025889967637541
7,0.7660256410256411,0.7587301587301587,0.7734627831715211
8,0.8143322475570033,0.7936507936507936,0.8361204013377926
9,0.7900466562986004,0.7559523809523809,0.8273615635179153
10,0.8069073783359497,0.7956656346749226,0.8184713375796179
11,0.8,0.7886435331230284,0.8116883116883117
12,0.7758007117437723,0.7414965986394558,0.8134328358208955
13,0.746875,0.7286585365853658,0.7660256410256411
14,0.7333333333333333,0.7151702786377709,0.752442996742671
15,0.7797716150081566,0.7684887459807074,0.7913907284768212
16,0.7932203389830508,0.7548387096774194,0.8357142857142857
17,0.788961038961039,0.759375,0.8209459459459459
18,0.7756410256410257,0.7469135802469136,0.8066666666666666
19,0.7973640856672158,0.7707006369426752,0.825938566552901
20,0.7710437710437711,0.7435064935064936,0.8006993006993007
21,0.7614379084967321,0.7467948717948718,0.7766666666666666
22,0.7665706051873198,0.7578347578347578,0.7755102040816326
23,0.7868852459016393,0.7792207792207793,0.7947019867549668
24,0.8098360655737704,0.7942122186495176,0.8260869565217391
25,0.788235294117647,0.7813411078717201,0.7952522255192879
26,0.7577235772357723,0.7350157728706624,0.7818791946308725
27,0.7777777777777777,0.7667844522968198,0.7890909090909091
28,0.7986577181208052,0.7752442996742671,0.8235294117647058
29,0.8175438596491227,0.7952218430034129,0.8411552346570397
30,0.8279569892473119,0.8133802816901409,0.843065693430657
31,0.8330464716006885,0.8344827586206897,0.8316151202749141
32,0.8186195826645265,0.799373040752351,0.8388157894736842
33,0.8006756756756758,0.7926421404682275,0.8088737201365188
34,0.7977099236641221,0.7857142857142857,0.810077519379845
35,0.7812971342383107,0.7442528735632183,0.8222222222222222
36,0.8121990369181381,0.8057324840764332,0.8187702265372169
37,0.758147512864494,0.7441077441077442,0.7727272727272727
38,0.7814992025518341,0.768025078369906,0.7954545454545454
39,0.7625649913344887,0.7333333333333333,0.7942238267148014
40,0.7738095238095238,0.7492795389048992,0.8
41,0.8031250000000001,0.7835365853658537,0.8237179487179487
42,0.8231611893583723,0.8092307692307692,0.8375796178343949
43,0.8086522462562395,0.788961038961039,0.8293515358361775
44,0.7761194029850746,0.7790262172284644,0.7732342007434945
45,0.8209459459459459,0.7993421052631579,0.84375
46,0.8199121522693997,0.813953488372093,0.8259587020648967
47,0.8069620253164558,0.7798165137614679,0.8360655737704918
48,0.798507462686567,0.781021897810219,0.816793893129771
49,0.8093158660844251,0.7743732590529248,0.8475609756097561
50,0.8233215547703181,0.8006872852233677,0.8472727272727273
51,0.761467889908257,0.7410714285714286,0.7830188679245284
52,0.7986906710310966,0.7845659163987139,0.8133333333333334
53,0.7621951219512195,0.746268656716418,0.778816199376947
54,0.7892074198988195,0.7748344370860927,0.8041237113402062
55,0.8180300500834725,0.7928802588996764,0.8448275862068966
56,0.8145695364238411,0.803921568627451,0.825503355704698
57,0.8314960629921261,0.8275862068965517,0.8354430379746836
58,0.7863777089783281,0.7650602409638554,0.8089171974522293
59,0.7913188647746243,0.7694805194805194,0.8144329896907216
60,0.7873563218390804,0.7762039660056658,0.7988338192419825
61,0.7687296416938111,0.7492063492063492,0.7892976588628763
62,0.7844827586206896,0.7647058823529411,0.8053097345132744
63,0.7852998065764023,0.7718631178707225,0.7992125984251969
64,0.8111455108359134,0.7963525835866262,0.8264984227129337
65,0.7824620573355818,0.7785234899328859,0.7864406779661017
66,0.8196147110332749,0.8125,0.8268551236749117
67,0.8085106382978723,0.8085106382978723,0.8085106382978723
68,0.7652173913043476,0.7432432432432432,0.7885304659498208
69,0.7906976744186046,0.7727272727272727,0.8095238095238095
70,0.8054607508532423,0.7840531561461794,0.8280701754385965
71,0.7946127946127947,0.7763157894736842,0.8137931034482758
72,0.801948051948052,0.7942122186495176,0.8098360655737705
73,0.8121019108280255,0.7894736842105263,0.8360655737704918
74,0.8079470198675497,0.7896440129449838,0.8271186440677966
75,0.7903225806451613,0.7696335078534031,0.8121546961325967
76,0.7957371225577264,0.7859649122807018,0.8057553956834532
77,0.8242074927953891,0.8125,0.8362573099415205
78,0.7954911433172303,0.774294670846395,0.8178807947019867
79,0.7350689127105666,0.7317073170731707,0.7384615384615385
80,0.7999999999999999,0.7777777777777778,0.8235294117647058
81,0.75,0.7392857142857143,0.7610294117647058
82,0.8240740740740741,0.8115501519756839,0.8369905956112853
83,0.7615384615384616,0.7471698113207547,0.7764705882352941
84,0.7705882352941177,0.7683284457478006,0.7728613569321534
85,0.7315315315315315,0.7097902097902098,0.7546468401486989
86,0.8029850746268656,0.7911764705882353,0.8151515151515152
87,0.7905511811023623,0.7819314641744548,0.7993630573248408
88,0.7903225806451613,0.765625,0.8166666666666667
89,0.7462121212121211,0.7111913357400722,0.7848605577689243
90,0.8180242634315424,0.8109965635738832,0.8251748251748252
91,0.7969230769230771,0.7801204819277109,0.8144654088050315
92,0.8194662480376765,0.7981651376146789,0.8419354838709677
93,0.7942238267148015,0.7801418439716312,0.8088235294117647
94,0.7853577371048253,0.7539936102236422,0.8194444444444444
95,0.7684563758389261,0.726984126984127,0.8149466192170819
96,0.7711213517665132,0.7583081570996979,0.784375
97,0.7829313543599259,0.7757352941176471,0.7902621722846442
98,0.7797270955165692,0.7490636704119851,0.8130081300813008
99,0.8028776978417266,0.7815126050420168,0.8254437869822485
