,f1_ents,p_ents,r_ents
0,0.715568862275449,0.6887608069164265,0.7445482866043613
1,0.7791044776119403,0.75,0.8105590062111802
2,0.757377049180328,0.7287066246056783,0.78839590443686
3,0.7447552447552448,0.7370242214532872,0.7526501766784452
4,0.7404718693284937,0.7157894736842105,0.7669172932330827
5,0.7400318979266346,0.7227414330218068,0.7581699346405228
6,0.7835497835497837,0.7735042735042735,0.793859649122807
7,0.762684124386252,0.7396825396825397,0.7871621621621622
8,0.735632183908046,0.7320261437908496,0.7392739273927392
9,0.7584097859327217,0.7380952380952381,0.779874213836478
10,0.7704160246533127,0.7396449704142012,0.8038585209003215
11,0.7169230769230769,0.7082066869300911,0.7258566978193146
12,0.7470288624787775,0.7357859531772575,0.7586206896551724
13,0.7698986975397974,0.7535410764872521,0.7869822485207101
14,0.7267080745341615,0.7090909090909091,0.7452229299363057
15,0.7297709923664123,0.7264437689969605,0.7331288343558282
16,0.7525622254758421,0.7385057471264368,0.7671641791044777
17,0.7300000000000001,0.7156862745098039,0.7448979591836735
18,0.7582608695652174,0.7440273037542662,0.7730496453900709
19,0.757527733755943,0.7331288343558282,0.7836065573770492
20,0.7651632970451012,0.7454545454545455,0.7859424920127795
21,0.7640449438202247,0.7555555555555555,0.7727272727272727
22,0.76056338028169,0.7363636363636363,0.7864077669902912
23,0.7387096774193549,0.7246835443037974,0.7532894736842105
24,0.7880597014925373,0.7652173913043478,0.8123076923076923
25,0.7478753541076486,0.7374301675977654,0.7586206896551724
26,0.7180327868852457,0.7227722772277227,0.7133550488599348
27,0.7659574468085106,0.7522388059701492,0.7801857585139319
28,0.7547169811320754,0.7260726072607261,0.7857142857142857
29,0.7357357357357357,0.708092485549133,0.765625
30,0.7433903576982893,0.7376543209876543,0.7492163009404389
31,0.7609022556390979,0.7574850299401198,0.7643504531722054
32,0.7244367417677643,0.7108843537414966,0.7385159010600707
33,0.7391304347826088,0.7152103559870551,0.7647058823529411
34,0.7935483870967742,0.7884615384615384,0.7987012987012987
