,iter,f1,p,r
37,100,0.9142857142857143,0.896,0.9333333333333333
38,100,0.8765957446808511,0.8728813559322034,0.8803418803418803
39,100,0.8898876404494381,0.8839285714285714,0.8959276018099548
40,100,0.8857808857808857,0.8715596330275229,0.9004739336492891
41,100,0.8719211822660099,0.8805970149253731,0.8634146341463415
42,100,0.9227272727272728,0.918552036199095,0.9269406392694064
43,100,0.9009708737864077,0.8923076923076924,0.9098039215686274
44,100,0.9244851258581236,0.9223744292237442,0.926605504587156
45,100,0.9295238095238096,0.9277566539923955,0.9312977099236641
46,100,0.9102844638949672,0.9043478260869565,0.9162995594713657
47,100,0.9063829787234041,0.9063829787234042,0.9063829787234042
48,100,0.8879120879120879,0.8859649122807017,0.8898678414096917
49,100,0.9063291139240507,0.895,0.9179487179487179
50,100,0.8946322067594433,0.896414342629482,0.8928571428571429
51,100,0.865424430641822,0.8530612244897959,0.8781512605042017
52,100,0.9387755102040817,0.9241071428571429,0.9539170506912442
53,100,0.9126637554585153,0.9047619047619048,0.920704845814978
54,100,0.9307359307359307,0.9267241379310345,0.9347826086956522
55,100,0.9390243902439024,0.9314516129032258,0.9467213114754098
56,100,0.8755364806866952,0.864406779661017,0.8869565217391304
57,100,0.908641975308642,0.9064039408866995,0.9108910891089109
58,100,0.8977556109725685,0.8695652173913043,0.9278350515463918
59,100,0.8953229398663697,0.8973214285714286,0.8933333333333333
60,100,0.9464285714285714,0.9422222222222222,0.9506726457399103
61,100,0.8898128898128899,0.8734693877551021,0.9067796610169492
62,100,0.9123595505617977,0.90625,0.918552036199095
63,100,0.8870292887029289,0.8833333333333333,0.8907563025210085
64,100,0.9200863930885529,0.9063829787234042,0.9342105263157895
65,100,0.9112709832134293,0.9047619047619048,0.9178743961352657
66,100,0.8764568764568764,0.8826291079812206,0.8703703703703703
67,100,0.8897795591182365,0.8774703557312253,0.9024390243902439
68,100,0.9411764705882352,0.9302325581395349,0.9523809523809523
69,100,0.9075268817204301,0.8940677966101694,0.9213973799126638
70,100,0.9152542372881356,0.9043062200956937,0.9264705882352942
71,100,0.9116945107398567,0.8967136150234741,0.9271844660194175
72,100,0.9105691056910569,0.9068825910931174,0.9142857142857143
73,100,0.9282700421940928,0.9166666666666666,0.9401709401709402
74,100,0.9064748201438848,0.9086538461538461,0.9043062200956937
75,100,0.8867469879518072,0.8846153846153846,0.8888888888888888
76,100,0.9290322580645162,0.9230769230769231,0.935064935064935
77,100,0.9333333333333333,0.9333333333333333,0.9333333333333333
78,100,0.9094736842105264,0.9037656903765691,0.9152542372881356
79,100,0.9395973154362416,0.9251101321585903,0.9545454545454546
80,100,0.9151138716356108,0.9208333333333333,0.9094650205761317
81,100,0.9057471264367817,0.8954545454545455,0.9162790697674419
82,100,0.9154929577464788,0.8944954128440367,0.9375
83,100,0.8759124087591241,0.8571428571428571,0.8955223880597015
84,100,0.8938053097345132,0.8938053097345132,0.8938053097345132
85,100,0.923076923076923,0.9210526315789473,0.9251101321585903
86,100,0.9090909090909091,0.9128630705394191,0.9053497942386831
87,100,0.882494004796163,0.8803827751196173,0.8846153846153846
88,100,0.8980582524271845,0.9024390243902439,0.893719806763285
89,100,0.9043062200956937,0.8915094339622641,0.9174757281553398
90,100,0.887780548628429,0.89,0.8855721393034826
91,100,0.8857142857142857,0.8785425101214575,0.8930041152263375
92,100,0.936,0.9322709163346613,0.9397590361445783
93,100,0.8957871396895788,0.8859649122807017,0.905829596412556
94,100,0.9230769230769231,0.918918918918919,0.9272727272727272
95,100,0.8849557522123894,0.8849557522123894,0.8849557522123894
96,100,0.9071729957805907,0.9071729957805907,0.9071729957805907
97,100,0.8931297709923665,0.9069767441860465,0.8796992481203008
98,100,0.9059080962800875,0.8846153846153846,0.9282511210762332
99,100,0.9106382978723404,0.895397489539749,0.9264069264069265
