,f1_ents,p_ents,r_ents
0,0.7938596491228069,0.7869565217391304,0.8008849557522124
1,0.7688679245283019,0.7442922374429224,0.7951219512195122
2,0.7523364485981309,0.7285067873303167,0.7777777777777778
3,0.7928730512249443,0.7639484978540773,0.8240740740740741
4,0.7486910994764396,0.7333333333333333,0.7647058823529411
5,0.7901785714285715,0.7629310344827587,0.8194444444444444
6,0.8063781321184511,0.7662337662337663,0.8509615384615384
7,0.7939698492462312,0.7939698492462312,0.7939698492462312
8,0.7963800904977376,0.7927927927927928,0.8
9,0.7448559670781892,0.70703125,0.7869565217391304
10,0.7721179624664879,0.7578947368421053,0.7868852459016393
11,0.826722338204593,0.8319327731092437,0.8215767634854771
12,0.7440758293838863,0.7201834862385321,0.7696078431372549
13,0.8266666666666667,0.8416289592760181,0.8122270742358079
14,0.7990314769975786,0.7819905213270142,0.8168316831683168
15,0.7415730337078651,0.7333333333333333,0.75
16,0.807600950118765,0.8056872037914692,0.8095238095238095
17,0.8277227722772277,0.8228346456692913,0.8326693227091634
18,0.7710843373493975,0.7511737089201878,0.7920792079207921
19,0.7575757575757576,0.7322175732217573,0.7847533632286996
20,0.759493670886076,0.7468879668049793,0.7725321888412017
21,0.7515657620041754,0.7228915662650602,0.782608695652174
22,0.8155339805825242,0.8076923076923077,0.8235294117647058
23,0.8159999999999998,0.8052631578947368,0.827027027027027
24,0.8269581056466303,0.8165467625899281,0.8376383763837638
25,0.8119266055045871,0.7831858407079646,0.8428571428571429
26,0.7787610619469026,0.7426160337552743,0.8186046511627907
27,0.8,0.7794871794871795,0.8216216216216217
28,0.8368200836820084,0.8298755186721992,0.8438818565400844
29,0.841628959276018,0.8340807174887892,0.8493150684931506
30,0.8432671081677704,0.8232758620689655,0.8642533936651584
31,0.7908045977011494,0.7713004484304933,0.8113207547169812
32,0.7744680851063831,0.7583333333333333,0.7913043478260869
33,0.7631578947368421,0.7512953367875648,0.7754010695187166
34,0.8010335917312661,0.775,0.8288770053475936
35,0.7604395604395604,0.7489177489177489,0.7723214285714286
36,0.7763157894736843,0.759656652360515,0.7937219730941704
37,0.7767441860465117,0.7695852534562212,0.784037558685446
38,0.7180851063829788,0.6994818652849741,0.7377049180327869
39,0.8197424892703864,0.8197424892703863,0.8197424892703863
40,0.7704590818363274,0.7598425196850394,0.7813765182186235
41,0.8115942028985507,0.8,0.8235294117647058
42,0.7380952380952381,0.7110091743119266,0.7673267326732673
43,0.7961630695443646,0.7942583732057417,0.7980769230769231
44,0.7868852459016393,0.7659574468085106,0.8089887640449438
45,0.7531380753138075,0.7258064516129032,0.782608695652174
46,0.7695852534562211,0.7522522522522522,0.7877358490566038
47,0.7788461538461539,0.782608695652174,0.7751196172248804
48,0.778443113772455,0.7768924302788844,0.78
49,0.82560706401766,0.8165938864628821,0.8348214285714286
50,0.7726269315673289,0.7510729613733905,0.7954545454545454
51,0.7950617283950618,0.805,0.7853658536585366
52,0.7829977628635347,0.7641921397379913,0.8027522935779816
53,0.7795100222717148,0.7575757575757576,0.8027522935779816
54,0.7740492170022372,0.7521739130434782,0.7972350230414746
55,0.8026030368763558,0.8008658008658008,0.8043478260869565
56,0.7579908675799086,0.7280701754385965,0.7904761904761904
57,0.7662565905096661,0.7517241379310344,0.7813620071684588
58,0.8242677824267781,0.8140495867768595,0.8347457627118644
59,0.7755905511811024,0.7519083969465649,0.8008130081300813
60,0.7858719646799116,0.7705627705627706,0.8018018018018018
61,0.8122448979591836,0.7928286852589641,0.8326359832635983
62,0.821138211382114,0.8015873015873016,0.8416666666666667
63,0.7991169977924945,0.7835497835497836,0.8153153153153153
64,0.7973273942093541,0.7748917748917749,0.8211009174311926
65,0.8096280087527353,0.8222222222222222,0.7974137931034483
66,0.8161209068010076,0.7864077669902912,0.8481675392670157
67,0.8301886792452832,0.8081632653061225,0.853448275862069
68,0.8087167070217919,0.8106796116504854,0.8067632850241546
69,0.8192771084337349,0.8056872037914692,0.8333333333333334
70,0.836,0.8196078431372549,0.8530612244897959
71,0.7604395604395604,0.7521739130434782,0.7688888888888888
72,0.818181818181818,0.7875,0.8513513513513513
73,0.7883211678832117,0.7605633802816901,0.8181818181818182
74,0.7712082262210798,0.75,0.7936507936507936
75,0.8081264108352144,0.8026905829596412,0.8136363636363636
76,0.8146551724137931,0.8146551724137931,0.8146551724137931
77,0.7365967365967365,0.7383177570093458,0.7348837209302326
78,0.8191489361702128,0.806282722513089,0.8324324324324325
79,0.8371040723981901,0.8258928571428571,0.8486238532110092
80,0.8257261410788382,0.8326359832635983,0.8189300411522634
81,0.7713625866050808,0.7522522522522522,0.7914691943127962
82,0.8333333333333333,0.7960199004975125,0.8743169398907104
83,0.7692307692307693,0.7339449541284404,0.8080808080808081
84,0.8072562358276644,0.777292576419214,0.839622641509434
85,0.8050847457627119,0.7916666666666666,0.8189655172413793
86,0.7411545623836127,0.7262773722627737,0.7566539923954373
87,0.7966101694915254,0.7768595041322314,0.8173913043478261
88,0.7658643326039388,0.7352941176470589,0.7990867579908676
89,0.8050314465408805,0.7836734693877551,0.8275862068965517
90,0.7775377969762419,0.7692307692307693,0.7860262008733624
91,0.7663157894736842,0.7615062761506276,0.7711864406779662
92,0.7822410147991542,0.7740585774058577,0.7905982905982906
93,0.7379912663755459,0.7222222222222222,0.7544642857142857
94,0.8169556840077071,0.7910447761194029,0.8446215139442231
95,0.7905882352941177,0.8,0.7813953488372093
96,0.8076109936575052,0.8025210084033614,0.8127659574468085
97,0.6854460093896714,0.6697247706422018,0.7019230769230769
98,0.8250000000000001,0.8048780487804879,0.8461538461538461
99,0.7826086956521738,0.7651821862348178,0.8008474576271186
