,iter,f1,p,r
43,100,0.6112,0.5858895705521472,0.6387959866220736
44,100,0.7130434782608696,0.7068965517241379,0.7192982456140351
45,100,0.6946107784431138,0.672463768115942,0.718266253869969
46,100,0.671353251318102,0.6586206896551724,0.6845878136200717
47,100,0.6214177978883861,0.6023391812865497,0.6417445482866043
48,100,0.64891846921797,0.6435643564356436,0.6543624161073825
49,100,0.6642066420664207,0.6474820143884892,0.6818181818181818
50,100,0.6888519134775374,0.6699029126213593,0.708904109589041
51,100,0.6714490674318507,0.65,0.6943620178041543
52,100,0.6624803767660911,0.6492307692307693,0.6762820512820513
53,100,0.6397188049209139,0.6232876712328768,0.6570397111913358
54,100,0.6518518518518519,0.624113475177305,0.6821705426356589
55,100,0.6856127886323268,0.6701388888888888,0.7018181818181818
56,100,0.6037099494097807,0.5946843853820598,0.613013698630137
57,100,0.6830870279146142,0.6842105263157895,0.6819672131147541
58,100,0.6978297161936562,0.6966666666666667,0.6989966555183946
59,100,0.6329113924050633,0.6134969325153374,0.6535947712418301
60,100,0.6467817896389326,0.6319018404907976,0.662379421221865
61,100,0.6358024691358025,0.6041055718475073,0.6710097719869706
62,100,0.676056338028169,0.676056338028169,0.676056338028169
63,100,0.6301775147928993,0.6173913043478261,0.6435045317220544
64,100,0.6516007532956686,0.6290909090909091,0.67578125
65,100,0.6211901306240929,0.6184971098265896,0.6239067055393586
66,100,0.6153846153846154,0.591304347826087,0.6415094339622641
67,100,0.6193078324225865,0.604982206405694,0.6343283582089553
68,100,0.6677577741407529,0.6517571884984026,0.6845637583892618
69,100,0.6465927099841522,0.6355140186915887,0.6580645161290323
70,100,0.674698795180723,0.6706586826347305,0.6787878787878788
71,100,0.671664167916042,0.6666666666666666,0.676737160120846
72,100,0.6436781609195403,0.6222222222222222,0.6666666666666666
73,100,0.6350245499181669,0.61198738170347,0.6598639455782312
74,100,0.6116941529235383,0.6,0.6238532110091743
75,100,0.6170886075949368,0.5909090909090909,0.6456953642384106
76,100,0.6967340590979783,0.6850152905198776,0.7088607594936709
77,100,0.6472602739726028,0.6342281879194631,0.6608391608391608
78,100,0.7167449139280125,0.6897590361445783,0.745928338762215
79,100,0.6402877697841728,0.6289752650176679,0.652014652014652
80,100,0.6612641815235009,0.6476190476190476,0.6754966887417219
81,100,0.7417677642980937,0.7109634551495017,0.7753623188405797
82,100,0.5915915915915916,0.5811209439528023,0.6024464831804281
83,100,0.6322580645161291,0.6086956521739131,0.6577181208053692
84,100,0.6476190476190475,0.6181818181818182,0.68
85,100,0.646875,0.6253776435045317,0.6699029126213593
86,100,0.6470588235294118,0.6073619631901841,0.6923076923076923
87,100,0.6347107438016529,0.6254071661237784,0.6442953020134228
88,100,0.6382306477093207,0.6352201257861635,0.6412698412698413
89,100,0.6666666666666666,0.6503267973856209,0.6838487972508591
90,100,0.6697247706422018,0.6517857142857143,0.6886792452830188
91,100,0.632279534109817,0.6148867313915858,0.6506849315068494
92,100,0.6933333333333332,0.6775244299674267,0.7098976109215017
93,100,0.6444073455759598,0.6166134185303515,0.6748251748251748
94,100,0.6497461928934011,0.6295081967213115,0.6713286713286714
95,100,0.6589595375722545,0.6386554621848739,0.6805970149253732
96,100,0.6772655007949125,0.665625,0.6893203883495146
97,100,0.6044142614601019,0.5874587458745875,0.6223776223776224
98,100,0.6464285714285715,0.6328671328671329,0.6605839416058394
99,100,0.6978297161936561,0.6875,0.7084745762711865
