,iter,f1,p,r
0,100,0.6535008976660682,0.6319444444444444,0.6765799256505576
1,100,0.6487341772151899,0.6366459627329193,0.6612903225806451
2,100,0.6598290598290598,0.6454849498327759,0.6748251748251748
3,100,0.6571428571428571,0.6411149825783972,0.673992673992674
4,100,0.6873786407766991,0.6730038022813688,0.7023809523809523
5,100,0.6530014641288434,0.6246498599439776,0.6840490797546013
6,100,0.6590538336052203,0.645367412140575,0.6733333333333333
7,100,0.6636363636363636,0.6576576576576577,0.6697247706422018
8,100,0.6518010291595198,0.6333333333333333,0.6713780918727915
9,100,0.7411545623836127,0.7397769516728625,0.7425373134328358
10,100,0.6301369863013699,0.609271523178808,0.6524822695035462
11,100,0.6729559748427673,0.6645962732919255,0.6815286624203821
12,100,0.6467486818980668,0.6501766784452296,0.6433566433566433
13,100,0.699248120300752,0.6940298507462687,0.7045454545454546
14,100,0.6833073322932918,0.6656534954407295,0.7019230769230769
15,100,0.674863387978142,0.6517150395778364,0.6997167138810199
16,100,0.6561014263074485,0.6369230769230769,0.6764705882352942
17,100,0.7395498392282959,0.7278481012658228,0.7516339869281046
18,100,0.6581059390048154,0.640625,0.6765676567656765
19,100,0.6861538461538462,0.6757575757575758,0.696875
20,100,0.7249190938511327,0.7088607594936709,0.7417218543046358
21,100,0.6161616161616161,0.5922330097087378,0.6421052631578947
22,100,0.6349693251533742,0.6070381231671554,0.6655948553054662
23,100,0.6688206785137318,0.646875,0.6923076923076923
24,100,0.6623376623376623,0.6415094339622641,0.6845637583892618
25,100,0.6254071661237786,0.6037735849056604,0.6486486486486487
26,100,0.6451612903225806,0.6270627062706271,0.6643356643356644
27,100,0.5982658959537572,0.5718232044198895,0.6272727272727273
28,100,0.5843478260869565,0.5714285714285714,0.597864768683274
29,100,0.6148007590132827,0.6,0.6303501945525292
30,100,0.700751879699248,0.6934523809523809,0.7082066869300911
31,100,0.642089093701997,0.6201780415430267,0.6656050955414012
32,100,0.7160068846815834,0.6864686468646864,0.7482014388489209
33,100,0.6340694006309148,0.6300940438871473,0.638095238095238
34,100,0.6468646864686469,0.6242038216560509,0.6712328767123288
35,100,0.6496350364963503,0.6357142857142857,0.664179104477612
36,100,0.6568627450980391,0.6401273885350318,0.674496644295302
37,100,0.6983154670750383,0.6785714285714286,0.7192429022082019
38,100,0.6770833333333334,0.6610169491525424,0.693950177935943
39,100,0.6130500758725341,0.6158536585365854,0.6102719033232629
40,100,0.6489028213166145,0.6330275229357798,0.6655948553054662
41,100,0.6071428571428572,0.6,0.6144578313253012
42,100,0.6729559748427674,0.6604938271604939,0.6858974358974359
